GeneSymbol	Human	Chimpanzee	Pigtailed_macaque	Japanese_macaque	Rhesus_macaque	Cynomolgous_Mauritian	Cynomolgous_Chinese	Baboon	Sooty_mangabey	Marmoset	Squirrel_monkey	Mouse_lemur
LOC284837	151	0	0	0	0	0	0	0	0	0	0	0
LOC284861	0	0	0	0	0	0	0	0	0	0	0	0
LOC284865	0	4	2	0	0	0	0	0	0	2	0	0
LOC284889	1067	0	0	0	0	0	0	0	0	0	2	0
LOC284933	0	0	0	0	0	0	0	0	0	0	0	0
LOC284950	199	6	8	6	2	24	38	2	42	12	4	0
LOC284998	0	0	0	0	0	0	0	0	0	0	0	0
LOC285000	0	0	0	0	0	0	0	0	0	0	0	0
LOC285033	1807	654	14	28	6	28	38	82	50	2	0	0
LOC285074	2156	188	90	152	10	102	144	76	72	54	16	310
LOC285084	0	0	0	0	0	0	0	0	4	0	2	0
LOC285095	0	0	0	0	0	0	0	0	0	0	0	0
LOC285326	0	0	0	0	0	0	0	0	0	0	0	0
LOC285359	0	0	0	0	0	0	0	0	0	0	0	0
LOC285401	0	0	0	0	0	0	0	0	0	0	0	0
LOC285419	89	58	16	10	6	8	2	4	6	0	2	0
LOC285423	0	0	0	0	0	0	0	0	0	0	0	0
LOC285441	0	0	0	0	0	0	0	0	0	0	0	0
LOC285463	1465	2	0	0	0	0	2	0	6	0	4	0
LOC285484	0	0	0	0	0	0	0	0	0	0	0	0
LOC285501	0	0	0	0	0	0	0	0	0	0	0	0
LOC285540	46	10	0	0	0	0	0	0	0	0	0	0
LOC285547	0	0	0	0	0	0	0	0	0	0	0	0
LOC285548	0	0	0	0	0	0	0	2	0	0	0	0
LOC285556	38358	20012	13584	14972	5554	9400	15734	29094	1712	8212	15804	608
LOC285577	0	2	0	0	0	0	0	0	0	0	0	0
LOC285593	28	0	0	0	0	0	0	0	0	0	0	0
LOC285626	0	0	0	2	0	0	0	0	0	0	0	0
LOC285627	0	0	0	0	0	0	0	0	0	0	0	0
LOC285629	0	0	0	0	0	0	0	0	0	0	0	0
LOC285692	0	0	2	4	0	0	0	2	0	0	0	0
LOC285696	0	0	0	0	0	0	0	4	4	0	0	0
LOC285740	0	0	0	0	0	0	0	0	0	0	0	0
LOC285758	0	0	2	0	0	0	0	0	0	0	2	0
LOC285762	0	0	0	0	0	0	0	0	0	0	0	0
LOC285768	0	4	2	0	0	0	0	0	0	0	0	0
LOC285819	27	4	0	0	0	0	0	0	0	0	0	0
LOC285847	45	2	4	10	0	0	2	0	4	2	2	0
LOC285878	0	0	0	0	0	0	0	0	0	0	2	0
LOC285889	0	4	0	16	4	0	0	0	0	0	0	0
LOC285972	0	2	2	0	2	0	0	0	2	0	10	0
LOC286059	1	2	26	0	2	64	0	2	16	0	0	0
LOC286083	0	0	0	0	0	0	0	0	0	0	0	0
LOC286094	0	0	0	0	0	0	0	0	0	0	0	0
LOC286114	0	2	0	0	0	0	0	0	0	0	0	0
LOC286135	0	0	0	0	0	0	0	0	0	0	0	0
LOC286149	0	0	0	0	0	2	2	0	0	0	0	0
LOC286177	0	0	0	2	0	0	0	0	2	0	0	0
LOC286178	217	0	2	0	0	0	0	0	0	0	0	0
LOC286184	12	0	0	0	0	0	0	0	0	0	0	0
LOC286186	7	0	2	0	0	4	0	6	2	0	0	0
LOC286189	0	0	0	0	0	0	0	0	0	2	0	0
LOC286190	171	0	0	0	0	0	0	0	0	0	2	0
LOC286238	0	0	0	0	0	0	0	0	0	0	0	0
LOC286297	92	0	0	0	0	0	0	0	0	0	0	0
LOC286359	0	0	0	0	0	0	0	0	2	0	0	0
LOC286367	1268	116	18	24	44	42	22	194	14	0	0	0
LOC286370	0	0	2	0	4	4	0	0	0	0	0	0
LOC286437	497	0	0	0	0	0	0	0	0	0	0	0
LOC286442	0	0	0	0	0	0	0	0	0	0	0	0
LOC286467	13	16	14	36	16	18	22	12	2	8	2	0
LOC338579	0	0	0	0	0	0	0	0	0	0	0	0
LOC338588	0	0	0	0	0	0	0	0	0	0	0	0
LOC338651	61	22	2	6	2	0	0	4	6	0	10	0
LOC338667	0	0	0	0	0	0	0	0	0	0	0	0
LOC338739	10	7	0	0	0	0	0	0	0	0	0	0
LOC338758	260	214	32	42	12	42	22	40	50	14	14	2
LOC338797	0	0	0	0	0	0	0	0	0	0	0	0
LOC338799	155	48	74	46	34	38	60	64	104	20	8	8
LOC338817	73	8	0	2	0	4	0	0	0	8	0	0
LOC338963	0	4	0	0	0	0	0	2	0	0	0	0
LOC339166	13	0	0	0	0	0	0	2	0	0	0	0
LOC339192	0	0	0	0	0	0	0	0	0	0	0	0
LOC339240	242	18	0	0	0	0	0	0	0	0	0	0
LOC339260	7404	4	0	0	0	0	0	0	0	0	0	0
LOC339298	0	0	0	0	0	0	0	0	0	0	0	0
LOC339442	0	0	0	0	0	0	0	0	0	0	0	0
LOC339505	0	0	0	0	0	0	0	0	0	0	0	0
LOC339524	871	56	2	2	2	0	0	0	0	14	22	0
LOC339529	0	0	0	0	0	0	0	0	0	0	0	0
LOC339535	23	4	0	0	0	0	0	0	0	0	0	0
LOC339568	0	0	0	0	0	0	0	0	0	0	0	0
LOC339593	0	0	0	0	0	0	0	0	0	0	0	0
LOC339622	0	0	0	0	0	0	0	0	0	0	0	0
LOC339666	0	0	0	0	0	0	0	0	0	0	0	0
LOC339760	0	0	0	0	0	0	0	0	0	0	0	0
LOC339788	0	0	0	0	0	0	0	0	0	0	0	0
LOC339803	267	2	0	6	0	2	0	0	0	0	0	0
LOC339807	0	2	0	0	0	0	0	0	0	0	0	0
LOC339822	0	20	0	0	0	0	0	0	0	0	0	0
LOC339862	0	0	0	0	0	0	0	0	0	0	0	0
LOC339874	38	0	0	0	0	2	2	0	0	0	8	2
LOC339894	0	600	0	0	0	6	6	10	2	0	2	0
LOC339975	8	0	0	0	0	0	0	0	0	0	0	0
LOC340017	0	0	0	0	0	0	0	0	0	0	0	0
LOC340073	0	0	0	0	0	0	0	0	0	0	0	0
LOC340074	0	0	0	0	0	0	0	0	0	0	0	0
LOC340094	0	0	0	0	0	0	0	0	0	0	0	0
LOC340107	0	0	0	0	0	0	0	0	0	0	0	0
LOC340113	0	0	0	0	0	0	6	2	0	0	0	0
LOC340357	0	0	0	0	0	0	0	0	0	0	0	0
LOC340508	0	0	0	0	0	0	0	0	0	0	0	0
LOC340515	34	0	4	4	4	0	4	0	4	2	2	0
LOC341056	268	0	16	68	6	36	50	34	40	66	32	0
LOC344595	120	38	30	8	8	14	12	20	12	0	6	0
LOC344887	75	32	2	2	0	0	0	2	8	4	0	0
LOC344967	4	0	0	2	0	0	0	0	0	8	2	0
LOC345051	27	12	12	12	0	12	8	70	148	0	0	0
LOC348120	0	0	0	0	0	0	0	0	0	0	0	0
LOC348761	0	0	2	0	0	0	0	0	0	0	0	0
LOC349160	3	0	0	0	0	0	0	0	0	0	0	0
LOC349196	78	0	0	0	0	0	0	0	0	0	0	0
LOC374443	252	174	14	32	8	22	16	0	12	2	6	0
LOC374890	0	0	0	0	0	0	0	0	0	0	0	0
LOC375196	12	4	6	14	2	10	8	6	16	8	2	0
LOC375295	85	6	4	4	0	8	0	4	0	0	0	0
LOC377711	2057	110	102	132	20	58	110	124	130	88	68	12
LOC387647	5004	814	140	118	120	198	170	98	174	0	0	0
LOC387720	0	0	0	0	0	0	0	0	0	0	0	0
LOC387723	641	350	58	60	36	30	26	62	10	2	0	0
LOC387895	0	0	0	0	0	0	0	0	0	0	0	0
LOC388152	3025	59	0	0	0	0	0	0	0	0	0	0
LOC388210	15	2	0	0	0	0	4	2	0	4	2	0
LOC388242	199	0	0	0	0	0	0	0	0	0	0	0
LOC388276	0	0	0	0	0	0	0	0	0	0	0	0
LOC388282	0	0	0	0	0	0	0	0	0	0	0	0
LOC388436	13	0	0	0	0	0	0	0	0	0	0	0
LOC388499	161	0	6	4	2	8	8	4	20	28	12	2
LOC388553	0	0	0	0	0	0	0	0	2	0	0	0
LOC388692	0	0	0	0	0	0	0	0	0	0	0	0
LOC388780	0	0	0	0	0	0	0	0	0	0	0	0
LOC388796	569	10	6	4	6	8	6	0	50	0	0	0
LOC388813	0	2	0	2	0	0	0	0	0	0	0	0
LOC388820	37	0	0	0	0	0	0	0	0	0	4	0
LOC388849	0	0	2	0	0	0	0	0	0	0	0	0
LOC388882	0	0	0	0	0	0	0	0	0	0	0	0
LOC388906	0	0	0	2	0	0	4	0	0	0	0	0
LOC388942	0	0	16	226	52	104	168	50	2	0	0	0
LOC388948	97	4	0	0	0	2	4	4	2	0	0	0
LOC389023	0	0	0	0	0	0	0	0	0	0	0	0
LOC389033	0	2	2	0	2	4	0	0	0	16	2	0
LOC389043	0	0	0	0	0	0	0	0	4	0	0	0
LOC389199	0	0	0	0	0	0	0	0	0	0	0	0
LOC389247	31	2	2	0	0	2	0	0	0	0	0	0
LOC389332	23	4	12	8	20	0	8	2	0	0	0	0
LOC389458	0	0	0	0	0	0	0	0	0	0	0	0
LOC389602	0	0	0	0	0	0	0	0	0	0	0	0
LOC389607	6	2	0	0	0	0	0	0	14	0	0	0
LOC389634	0	0	0	0	0	0	0	0	0	0	0	0
LOC389641	96	2	2	0	2	0	0	0	0	0	0	0
LOC389705	118	0	8	8	4	4	0	0	0	20	36	16
LOC389765	1572	156	2	6	2	0	4	8	0	4	0	8
LOC389791	88	8	0	0	0	2	0	4	2	0	0	0
LOC389831	3605	14	0	0	0	0	0	0	0	0	0	0
LOC389834	1167	212	0	0	0	0	0	2	10	0	0	0
LOC389895	16	0	0	2	0	0	0	0	0	0	0	0
LOC389906	61	16	2	16	2	6	15	6	19	0	0	0
LOC390660	24	215	2	4	0	0	2	10	8	0	0	0
LOC390705	0	0	0	0	0	0	0	0	0	0	0	0
LOC390877	0	0	0	0	0	0	0	0	0	0	0	0
LOC390956	1455	0	0	0	0	0	0	0	0	0	0	0
LOC391322	326	0	0	0	0	0	0	0	0	0	0	0
LOC391722	1277	0	1143	319	162	222	605	1326	417	426	212	208
LOC392196	0	0	0	0	0	0	0	0	0	0	0	0
LOC392232	0	0	2	0	0	0	0	0	0	0	0	0
LOC392288	67	0	0	0	0	0	0	0	0	0	0	0
LOC392364	0	0	0	0	0	0	0	0	0	0	0	0
LOC399708	0	0	0	0	0	0	0	0	0	0	0	0
LOC399715	91	14	2	2	4	0	8	2	12	6	2	0
LOC399744	1540	148	0	2	0	0	0	2	0	0	0	0
LOC399815	7	0	16	6	6	8	4	26	28	4	8	24
LOC399829	0	0	0	0	0	0	0	0	0	0	0	0
LOC399900	0	0	0	0	0	0	0	0	0	0	0	0
LOC400027	1950	362	192	172	60	182	214	180	194	32	26	8
LOC400043	640	12	2	30	10	8	10	26	30	58	2	0
LOC400084	0	0	0	0	2	0	1	0	0	0	0	0
LOC400456	78	8	32	6	14	14	22	22	32	2	2	0
LOC400464	0	0	0	0	0	0	0	0	0	0	0	0
LOC400499	117	0	4	0	0	2	0	0	2	0	0	0
LOC400548	33	2	0	0	0	0	0	0	0	0	0	0
LOC400553	0	0	0	0	0	0	0	0	0	0	0	0
LOC400558	0	0	0	0	0	0	0	0	0	0	0	0
LOC400590	0	0	0	0	0	0	0	0	0	0	0	0
LOC400620	0	0	0	0	0	0	0	2	0	0	0	0
LOC400654	0	0	0	0	0	0	0	0	0	0	0	0
LOC400655	56	0	2	0	2	0	0	0	2	0	0	0
LOC400657	1610	62	158	134	90	146	180	46	126	14	10	0
LOC400680	0	2	0	50	24	18	18	108	118	0	0	0
LOC400682	0	0	0	0	0	0	0	0	0	0	0	0
LOC400684	18	2	0	0	0	0	2	0	2	0	0	0
LOC400685	0	6	0	0	0	0	0	0	0	0	0	0
LOC400692	3	0	2	2	2	2	4	0	2	0	0	0
LOC400706	0	0	0	0	0	0	0	0	0	0	0	0
LOC400743	0	0	0	0	0	0	0	0	0	0	0	0
LOC400752	168	2	4	2	0	0	0	0	0	0	0	0
LOC400756	0	4	0	2	2	8	0	0	0	0	0	0
LOC400768	23	0	0	0	0	0	0	0	0	6	0	0
LOC400794	6	0	2	0	0	0	0	0	0	6	4	0
LOC400879	0	0	0	0	0	0	0	0	0	0	0	0
LOC400891	45	6	0	0	2	4	1	2	0	2	0	0
LOC400927	24	12	12	0	0	0	0	2	0	0	0	0
LOC400940	0	0	0	0	0	0	0	0	0	0	0	0
LOC400958	0	0	0	2	0	0	0	2	0	0	0	0
LOC401010	686	26	204	124	68	140	190	126	348	42	38	4
LOC401052	151	0	2	4	0	0	0	0	2	4	0	0
LOC401068	0	0	0	0	0	0	0	0	0	0	0	0
LOC401074	58	0	4	12	2	0	2	0	0	0	0	0
LOC401093	104548	324	2224	2870	658	1996	1692	2498	516	374	14	0
LOC401109	0	0	0	0	0	0	0	0	0	0	0	0
LOC401127	142	26	14	10	0	24	14	10	22	6	14	16
LOC401134	0	22	0	0	0	0	0	0	0	0	0	0
LOC401164	0	0	0	0	0	0	0	0	0	0	0	0
LOC401176	0	0	0	0	0	0	0	0	0	0	0	0
LOC401177	0	0	0	0	0	0	0	0	0	0	0	0
LOC401180	1	0	0	0	0	0	0	0	0	0	0	0
LOC401242	5	0	0	0	0	0	0	2	0	0	0	0
LOC401286	0	0	0	0	0	0	0	0	0	0	0	0
LOC401296	0	0	0	0	0	0	0	0	0	0	0	0
LOC401312	0	22	20	20	8	8	4	18	0	0	6	0
LOC401317	88	28	204	98	8	6	26	116	44	354	16	0
LOC401320	416	162	2	2	0	0	0	0	0	0	0	0
LOC401321	1579	46	10	2	0	2	0	0	0	0	0	0
LOC401324	0	0	0	0	0	0	0	0	0	0	0	0
LOC401357	0	0	0	0	0	0	0	0	0	0	0	0
LOC401397	6822	1772	696	734	374	710	534	898	296	122	316	94
LOC401442	0	0	0	0	0	0	0	0	0	0	0	0
LOC401463	10	2	0	0	0	0	0	0	2	0	0	0
LOC401497	0	0	0	0	0	0	0	0	0	0	0	0
LOC401557	6	0	0	0	0	0	0	0	0	0	0	0
LOC401561	0	0	0	0	0	0	0	0	0	0	0	0
LOC401589	0	0	0	0	0	0	0	0	0	0	0	0
LOC402160	0	0	0	2	0	0	6	0	4	0	0	0
LOC402269	6	0	0	0	0	0	0	0	0	0	0	0
LOC402779	0	0	0	0	0	0	0	0	0	0	0	0
LOC407835	1653	0	196	256	132	336	372	466	116	118	64	52
LOC415056	0	0	0	0	0	0	0	0	0	0	0	0
LOC439949	3733	726	4	4	6	18	6	20	4	0	26	0
LOC439950	0	0	0	0	0	2	0	0	0	0	0	0
LOC439951	0	0	0	0	0	0	0	0	0	0	0	0
LOC439990	84	2	0	0	0	0	0	0	0	2	0	0
LOC439994	510	182	4	12	4	8	22	10	8	0	0	0
LOC440028	150	4	12	0	2	2	0	4	18	0	0	0
LOC440040	0	0	0	0	0	0	0	0	0	0	0	0
LOC440117	0	0	0	0	0	0	0	0	0	0	0	0
LOC440157	0	0	0	0	0	0	0	0	0	0	0	0
LOC440173	58	8	0	0	0	0	0	0	0	0	0	0
LOC440233	0	0	0	0	0	0	0	0	0	0	0	0
LOC440243	0	0	0	0	0	0	0	0	0	0	0	0
LOC440288	578	6	8	12	6	8	10	12	14	0	0	0
LOC440292	18	0	0	0	2	0	0	0	2	2	8	2
LOC440297	714	28	28	6	8	14	16	32	6	2	6	0
LOC440300	717	30	8	10	4	4	16	7	38	0	0	0
LOC440313	0	0	0	0	0	0	0	0	0	0	0	0
LOC440335	0	0	2	0	0	0	0	0	0	0	0	0
LOC440337	0	0	2	0	2	4	0	0	0	0	0	0
LOC440354	3998	6	2	0	0	2	4	6	8	2	0	4
LOC440356	37	4	0	0	2	0	2	0	0	0	0	0
LOC440434	9997	1500	618	766	325	666	549	706	1251	202	116	14
LOC440461	0	0	0	0	0	0	0	0	0	0	0	0
LOC440518	0	0	0	0	0	0	0	0	0	0	0	0
LOC440563	49	0	0	0	0	0	0	0	0	0	0	0
LOC440570	0	0	0	0	0	0	0	0	0	0	0	0
LOC440600	1	10	4	6	4	6	6	2	2	0	0	0
LOC440700	0	2	16	4	4	4	0	4	4	0	0	0
LOC440704	0	0	0	0	0	0	0	0	0	0	0	0
LOC440742	0	0	0	0	0	0	0	4	0	0	0	0
LOC440894	177	4	0	0	4	0	2	0	0	0	0	0
LOC440895	14	0	0	0	0	0	0	0	0	0	0	0
LOC440896	1	1812	0	0	0	0	0	0	0	2	2	18
LOC440900	0	0	0	0	0	0	0	0	0	0	0	0
LOC440905	1	0	0	0	0	1	4	0	2	0	0	0
LOC440910	0	0	0	0	0	0	0	0	0	0	0	0
LOC440925	51	0	0	0	0	0	0	0	0	0	0	0
LOC440934	0	2	0	0	0	0	0	0	0	0	0	0
LOC440944	0	0	0	0	0	0	0	0	0	0	0	0
LOC440970	9	10	28	4	10	8	16	14	6	0	0	0
LOC440981	0	0	0	0	0	0	0	0	0	0	0	0
LOC440993	0	18	0	0	0	0	0	0	0	0	0	0
LOC441009	0	0	4	0	10	0	2	0	0	0	0	0
LOC441025	0	0	0	0	0	0	0	0	0	0	0	0
LOC441098	0	0	0	0	0	0	0	0	0	0	0	0
LOC441124	0	0	0	0	0	0	0	0	0	0	0	0
LOC441167	0	0	0	0	0	0	0	0	0	0	0	0
LOC441179	138	8	0	0	0	0	0	0	0	0	0	0
LOC441204	180	2	0	0	0	0	0	0	0	0	0	0
LOC441239	0	0	0	0	0	0	0	0	0	0	0	0
LOC441242	38	0	0	0	0	0	0	0	0	0	0	0
LOC441402	130	10	0	0	2	4	0	2	2	0	0	0
LOC441454	233	0	0	0	0	0	0	0	0	20	28	0
LOC441455	58	30	0	0	0	0	0	0	0	16	2	2
LOC441461	32	26	2	0	0	0	0	0	0	4	0	0
LOC441493	64	0	0	0	0	0	0	0	2	0	0	0
LOC441528	31	0	0	2	0	0	0	0	0	0	0	0
LOC441601	83	0	0	0	0	0	0	0	0	0	0	2
LOC441666	1	0	0	0	0	0	0	0	0	2	0	0
LOC441728	0	0	27	28	15	38	15	35	132	0	0	0
LOC441956	0	0	0	0	0	0	0	0	0	0	0	0
LOC442028	291	32	26	57	26	49	42	35	82	12	2	0
LOC442075	199	10	0	0	0	2	0	7	0	0	0	0
LOC442132	11	0	0	0	0	0	0	0	0	0	0	0
LOC442459	47	0	30	14	6	10	44	22	2	2	6	0
LOC442497	0	0	0	0	2	8	0	0	0	0	0	0
LOC493754	2163	112	6	2	4	0	4	4	38	0	0	2
LOC494127	40	0	0	0	0	0	0	0	0	0	0	0
LOC494141	38	2	12	13	16	22	24	28	4	46	16	4
LOC494558	0	0	0	0	0	0	0	0	0	0	0	0
LOC503519	0	0	0	0	0	0	0	0	0	0	0	0
LOC51145	0	0	4	4	0	10	2	2	2	2	0	0
LOC541471	70	10	6	8	10	6	6	12	22	6	2	0
LOC541472	94	10	10	8	4	0	4	2	4	0	4	0
LOC541473	3	2	0	2	0	0	0	0	0	0	0	0
LOC550112	337	20	0	2	0	0	0	0	0	0	0	0
LOC550113	0	0	0	0	0	0	0	0	0	0	0	0
LOC550643	2259	84	32	18	8	22	44	84	86	32	12	2
LOC553103	228	4	0	0	0	10	2	2	0	0	4	0
LOC554206	100	6	14	8	4	2	0	2	4	2	0	0
LOC554223	0	0	0	0	0	0	0	0	0	0	0	0
LOC574538	56	0	0	0	0	0	0	0	0	0	0	0
LOC595101	4566	254	40	70	11	28	51	54	102	49	45	49
LOC606724	0	2	0	12	0	0	0	2	2	0	0	0
LOC613037	5316	58	0	0	0	0	0	0	0	0	0	0
LOC613038	219	0	0	0	0	0	0	0	0	0	0	0
LOC613126	48	0	0	0	2	0	0	0	0	0	0	0
LOC619207	2	70	2	18	0	0	0	0	2	4	10	0
LOC63930	0	0	0	0	0	2	0	0	0	0	0	0
LOC641367	0	0	0	0	0	0	0	0	0	0	0	0
LOC641515	0	0	0	0	0	0	0	0	0	0	0	0
LOC641746	177	0	0	0	0	2	0	0	0	0	1	0
LOC642131	0	0	0	0	0	0	0	0	0	0	0	0
LOC642236	415	20	20	16	2	42	20	48	62	16	6	50
LOC642361	986	42	0	2	12	8	10	6	8	0	0	0
LOC642366	0	4	0	6	0	0	0	4	0	0	0	0
LOC642422	0	0	0	0	0	0	0	0	0	0	0	0
LOC642423	258	0	0	0	0	0	0	0	0	0	0	0
LOC642426	0	0	0	0	0	0	0	0	0	0	0	0
LOC642441	12	6	0	0	0	0	0	0	0	0	0	0
LOC642452	0	0	0	0	0	0	0	0	0	0	0	0
LOC642533	164	20	22	28	6	4	6	12	58	2	0	0
LOC642633	0	0	0	0	0	0	0	0	0	0	0	0
LOC642643	0	0	0	0	0	0	0	0	0	0	0	0
LOC642778	4136	0	0	0	0	0	0	0	0	0	0	0
LOC642799	3099	0	0	0	0	0	0	0	0	0	0	0
LOC642846	176	2	0	0	0	0	0	0	0	2	12	0
LOC642852	132	58	8	14	10	12	10	12	22	0	0	0
LOC642929	0	0	0	0	0	0	0	0	0	0	0	0
LOC643037	0	0	2	0	0	0	0	0	0	0	0	0
LOC643072	0	0	0	0	0	0	0	0	0	0	0	0
LOC643201	0	4	0	0	0	8	2	0	0	0	0	0
LOC643339	0	6	0	0	0	0	0	2	0	0	0	0
LOC643355	0	28	0	0	0	0	0	0	4	0	0	0
LOC643387	1732	0	210	328	52	192	204	138	180	52	62	4
LOC643401	1	0	2	0	4	0	2	2	4	0	0	0
LOC643406	140	35	79	50	26	51	44	63	80	0	0	0
LOC643441	0	0	0	0	0	0	0	0	0	0	0	0
LOC643486	0	0	0	0	0	0	0	0	0	0	0	0
LOC643529	0	0	2	8	2	2	8	16	20	0	0	0
LOC643542	3	0	0	0	0	0	0	0	0	0	0	0
LOC643623	0	0	8	8	2	2	0	4	14	4	0	0
LOC643648	0	0	0	0	0	0	0	0	0	0	0	0
LOC643650	4658	8	4	12	4	4	8	10	4	36	6	0
LOC643669	0	10	6	16	2	10	12	2	14	6	4	0
LOC643696	200	18	3	6	0	2	2	20	22	0	0	0
LOC643714	0	0	0	0	0	0	0	0	0	0	0	0
LOC643723	144	20	30	30	18	18	12	46	2	10	2	0
LOC643733	39	34	0	0	0	0	0	0	0	0	0	0
LOC643770	36	0	6	20	6	4	32	28	0	4	0	0
LOC643797	2	0	0	0	0	0	0	0	0	0	0	0
LOC643802	30	0	12	2	12	16	6	20	18	28	10	0
LOC643837	8059	604	0	6	0	18	2	0	0	0	6	0
LOC643923	0	0	4	2	0	0	0	0	0	0	0	0
LOC643955	0	0	0	0	0	0	0	0	0	0	0	0
LOC644083	18	0	0	2	0	0	0	0	0	0	0	0
LOC644086	0	0	0	0	0	0	0	0	0	0	0	0
LOC644090	1	0	0	0	0	0	0	0	0	0	0	0
LOC644093	0	0	0	0	0	0	0	0	0	0	0	0
LOC644135	0	0	0	0	0	0	0	0	0	0	0	0
LOC644145	0	0	0	0	0	0	0	0	0	0	0	0
LOC644172	25	0	20	10	18	14	20	34	4	36	6	10
LOC644189	0	0	0	2	0	0	0	0	0	0	2	0
LOC644248	0	0	0	0	0	0	0	0	0	0	0	0
LOC644249	0	0	0	0	0	0	0	0	0	0	0	0
LOC644277	0	0	0	0	0	0	0	0	0	0	0	0
LOC644554	0	16	0	10	2	0	2	2	4	0	0	0
LOC644617	0	0	0	0	0	0	0	0	0	0	0	0
LOC644634	9	0	0	0	0	0	0	0	0	0	0	0
LOC644649	89	0	2	12	6	2	0	6	0	2	2	0
LOC644656	0	18	68	40	16	48	36	44	22	10	2	0
LOC644662	0	0	0	0	0	0	0	0	0	0	0	0
LOC644669	0	0	0	2	2	1	4	0	0	4	0	0
LOC644794	111	0	0	0	0	0	0	0	0	0	0	0
LOC644838	0	0	0	0	0	0	0	0	0	0	0	0
LOC644936	2845	0	24	46	30	28	42	64	46	64	11	0
LOC644961	590	44	30	38	35	34	14	40	58	150	42	2
LOC644990	0	0	0	0	0	0	0	0	0	0	0	0
LOC645166	0	0	0	0	0	0	0	0	0	0	0	0
LOC645177	0	0	0	0	0	0	0	0	0	0	0	0
LOC645188	0	0	0	0	0	0	0	0	0	0	0	0
LOC645202	0	0	0	0	0	0	0	0	0	0	0	0
LOC645206	0	0	0	0	0	0	0	0	0	0	0	0
LOC645212	1544	80	6	4	2	4	0	16	34	0	0	0
LOC645249	0	4	0	0	0	0	0	0	0	0	0	0
LOC645321	0	0	0	0	0	0	0	0	0	0	0	0
LOC645355	0	0	0	0	0	0	0	0	0	0	0	0
LOC645359	0	0	0	0	0	0	0	0	0	0	2	0
LOC645434	0	0	0	2	8	0	12	0	2	0	0	0
LOC645513	364	72	0	0	2	2	0	2	0	4	0	0
LOC645638	43	4	0	0	2	0	0	0	0	0	0	0
LOC645752	0	10	79	45	22	36	23	42	83	0	0	0
LOC645949	0	0	0	0	0	0	0	0	0	0	0	0
LOC645954	0	0	0	0	0	0	0	0	0	0	0	0
LOC646021	64706	26	0	0	2	6	2	0	2	2	2	0
LOC646168	74	8	0	0	0	0	0	0	0	0	0	0
LOC646214	3128	119	668	460	257	463	574	821	1055	310	262	202
LOC646268	0	0	4	28	26	36	4	0	0	0	0	0
LOC646278	1217	36	28	24	10	14	24	22	20	86	22	50
LOC646329	558	5502	7263	5752	1477	2251	4238	4646	24970	1050	424	136
LOC646471	363	0	2	4	2	2	0	0	0	0	0	0
LOC646498	0	0	0	0	0	0	0	0	0	0	0	0
LOC646513	0	0	0	0	0	0	2	0	0	0	0	0
LOC646543	0	52	10	16	16	10	14	62	14	72	250	4
LOC646626	36	6	0	0	0	0	0	0	0	0	0	0
LOC646652	78	0	0	0	0	0	0	0	0	0	0	0
LOC646670	12	0	0	4	0	6	0	4	14	0	0	0
LOC646719	2007	636	576	642	188	680	658	472	922	402	130	6
LOC646730	0	0	4	0	0	2	0	6	0	0	0	0
LOC646736	1	2	12	4	0	0	2	6	4	0	0	0
LOC646743	0	0	0	0	0	0	0	0	0	0	0	0
LOC646762	4813	174	22	2	0	0	0	0	2	0	0	2
LOC646778	66	16	0	0	0	0	0	0	0	0	0	0
LOC646813	7	0	0	0	0	0	0	0	0	0	0	0
LOC646862	0	0	0	0	0	0	0	0	0	0	0	0
LOC646903	3108	226	226	90	66	250	186	400	330	198	162	0
LOC646938	7	0	2	2	2	2	2	2	16	0	0	2
LOC646999	44	6	10	2	0	0	2	50	0	4	0	10
LOC647012	31	0	2	0	0	0	0	0	0	0	0	0
LOC647107	0	0	0	0	0	0	0	0	0	0	0	0
LOC647264	0	0	0	0	0	0	0	0	0	0	0	0
LOC647323	0	0	0	0	0	0	0	0	0	0	0	0
LOC647859	92	8	10	54	24	20	14	36	58	8	10	2
LOC648044	0	0	0	0	0	0	0	0	0	0	0	0
LOC648570	0	50	10	10	14	20	22	16	40	8	20	2
LOC648691	0	0	0	0	0	0	0	0	0	0	0	0
LOC648761	0	0	0	0	0	0	0	0	0	0	0	0
LOC648809	288	10	18	22	20	20	30	34	42	66	20	38
LOC648987	717	50	32	82	32	38	40	40	44	0	0	0
LOC649133	0	0	0	0	0	0	0	0	0	0	0	0
LOC649238	0	0	0	0	0	0	0	0	0	0	0	0
LOC649330	0	0	0	0	0	0	0	0	0	0	0	0
LOC649352	0	0	0	0	0	0	0	0	0	0	0	0
LOC649395	3130	0	0	2	8	0	0	4	4	0	0	6
LOC650157	0	0	0	0	0	0	0	0	0	0	0	0
LOC650226	0	0	0	0	0	0	0	0	0	0	0	0
LOC650267	0	0	0	0	0	0	0	0	0	0	0	0
LOC650293	0	0	0	0	0	0	0	0	0	0	0	0
LOC650368	47	0	0	0	0	0	0	0	0	0	0	0
LOC650623	3115	104	0	0	1	0	0	0	2	0	0	4
LOC651337	0	0	0	0	0	0	0	0	0	0	0	0
LOC651536	0	0	0	0	0	0	0	0	0	0	0	0
LOC651959	0	0	0	0	0	0	0	0	0	0	0	0
LOC652119	0	0	0	0	0	0	0	0	0	0	0	0
